FIN_REFERENCE,SAMMAAN,V_SCORE,CREATED_DATE,LOGIN_DATE,LOAN_REQ_AMT,ROI,LOAN_SANC_DT,SANC_AMT,TENURE,GRUH
HLSA00045858,0,4.30000,2023-05-04,2023-05-04T11:36:48Z,4000000,10.5,2023-05-05T00:00:00Z,3159000,300,0
HLSA0003613D,0,3.00000,2023-03-09,2023-03-11T10:32:33Z,700000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00009272,0,4.40000,2022-12-20,2023-01-04T18:33:48Z,2700000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA000096C0TU,1,-1.00000,2022-12-27,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,72,0
M0221517TU,1,-1.00000,2022-11-21,2050-01-01T00:00:00Z,0,9,2050-01-01T00:00:00Z,0,180,0
M0267195,0,10.00000,2022-11-29,2022-11-29T20:00:52Z,5500000,10.5,2022-12-05T00:00:00Z,4735000,300,0
M0196612,0,-1.00000,2022-08-19,2022-08-19T19:03:21Z,2000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00008FC8,0,6.00000,2022-12-19,2022-12-19T17:53:03Z,1500000,11.3,2050-01-01T00:00:00Z,0,0,0
HLSA00029B7FTU,1,-1.00000,2023-02-14,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,65,0
HLSA00013976,0,4.40000,2023-01-24,2023-01-25T13:42:20Z,1500000,12,2050-01-01T00:00:00Z,0,0,0
HLSA00001A79,0,-1.00000,2022-09-05,2022-09-20T18:53:04Z,3500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000252B,0,3.00000,2022-09-08,2022-09-09T16:29:40Z,2800000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0003CCA4TU,1,-1.00000,2023-03-28,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,156,0
HLSA0003364D,0,8.00000,2023-03-03,2023-03-04T00:51:51Z,1200000,10,2023-03-09T00:00:00Z,1200000,300,0
HLSA0004050D,0,-1.00000,2023-04-11,2023-04-12T12:09:58Z,15000000,9.75,2050-01-01T00:00:00Z,0,0,0
HLSA00007864TU,0,-1.00000,2022-12-24,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,300,0
M0265190TU,1,-1.00000,2022-11-30,2050-01-01T00:00:00Z,0,8,2050-01-01T00:00:00Z,0,72,0
M0212772TU,1,-1.00000,2022-09-18,2050-01-01T00:00:00Z,0,9,2050-01-01T00:00:00Z,0,192,0
HLSA0003C32F,1,15.00000,2023-03-25,2023-03-26T01:23:57Z,1222070,10,2023-03-27T00:00:00Z,1235559,216,0
HLSA000083E7,0,5.00000,2022-12-16,2022-12-27T14:50:15Z,2200000,11,2022-12-31T00:00:00Z,685000,107,0
HLSA00038E85TU,1,-1.00000,2023-03-20,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,60,0
HLSA000484FATU,1,-1.00000,2023-05-24,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,72,0
HLSA000126F2,1,18.00000,2023-01-23,2023-01-24T01:31:31Z,1400000,9.75,2023-01-25T00:00:00Z,1330621,86,0
M0191290,0,4.40000,2022-08-10,2022-08-12T02:47:16Z,1500000,12,2022-08-16T00:00:00Z,1100000,300,1
HLSA0003CA53,0,3.00000,2023-03-31,2023-04-01T15:51:30Z,2500000,10.3,2050-01-01T00:00:00Z,0,0,0
HLSA0000B278,0,-1.00000,2023-01-16,2023-01-17T00:33:23Z,1000000,11,2023-01-19T00:00:00Z,1001000,240,0
HLSA0003C371,0,-1.00000,2023-03-25,2023-03-25T17:21:33Z,2550000,11,2023-03-28T00:00:00Z,2550000,240,0
HLSA0002BBF5TU,0,-1.00000,2023-03-09,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,240,0
HLSA0003E58B,0,1.00000,2023-04-06,2023-04-13T18:50:39Z,1500000,10.5,2050-01-01T00:00:00Z,0,0,0
M0221230,0,3.00000,2022-09-22,2022-09-23T02:35:55Z,4000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0001B9D2,0,19.00000,2023-01-30,2023-02-01T09:55:25Z,900000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0004892F,0,4.30000,2023-05-18,2023-05-18T15:40:42Z,1900000,10.5,2023-05-19T00:00:00Z,1420000,160,0
M0250804,1,4.50000,2022-11-08,2022-11-08T22:33:12Z,1700000,9,2050-01-01T00:00:00Z,0,0,0
M0189341TU,0,-1.00000,2022-09-17,2050-01-01T00:00:00Z,0,11.5,2050-01-01T00:00:00Z,0,118,0
M0204294TU,1,-1.00000,2022-09-16,2050-01-01T00:00:00Z,0,10.52,2050-01-01T00:00:00Z,0,216,0
HLSA000091CA,1,-1.00000,2022-12-20,2022-12-22T17:47:44Z,400000,10.5,2022-12-24T00:00:00Z,872945,240,0
HLSA000405C4,0,4.20000,2023-04-13,2023-04-14T01:16:57Z,3000000,11,2023-04-17T00:00:00Z,1800000,240,0
HLSA00021328,0,1.00000,2023-02-06,2023-02-15T18:20:03Z,2000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00045AC0TU,1,-1.00000,2023-05-11,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,120,0
M0228196,1,4.30000,2022-10-04,2022-10-04T12:37:44Z,1039995,9.5,2022-10-04T00:00:00Z,989667,42,0
M0224391,1,13.00000,2022-09-26,2022-09-26T20:27:00Z,440499,10,2022-09-27T00:00:00Z,440639,110,0
HLSA00004F7D,0,8.00000,2022-10-27,2022-10-28T23:50:32Z,2100000,11,2022-10-31T00:00:00Z,1750000,127,0
HLSA0000BE05,0,6.00000,2023-01-13,2023-01-14T00:35:16Z,2000000,9.75,2023-01-17T00:00:00Z,1500000,240,0
HLSA0000A5B2,1,17.00000,2023-01-02,2023-01-03T16:20:34Z,2500000,9.75,2023-01-03T00:00:00Z,1679501,92,0
HLSA00032673,0,4.30000,2023-02-28,2023-03-04T14:01:09Z,500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00030BC1TU,1,-1.00000,2023-03-06,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,204,0
HLSA0000A6F8,0,9.00000,2023-01-02,2023-01-04T15:56:52Z,600000,10.5,2023-01-08T00:00:00Z,600000,60,0
M0198569,0,4.20000,2022-08-23,2022-08-23T13:23:01Z,4200000,10.5,2022-08-30T00:00:00Z,2600000,240,0
HLSA00008283,0,3.00000,2022-12-12,2022-12-15T12:36:33Z,5000000,10.5,2050-01-01T00:00:00Z,0,0,0
M0245693TU,1,-1.00000,2022-11-08,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,72,0
HLSA00039946TU,1,-1.00000,2023-03-31,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,48,0
HLSA0003A3FBTU,1,-1.00000,2023-03-21,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,120,0
HLSA00042EC5TU,1,-1.00000,2023-04-27,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,12,0
HLSA0003F1E0,1,14.00000,2023-04-06,2023-04-06T16:16:55Z,900000,10,2023-04-06T00:00:00Z,785137,120,0
HLSA0003B120,0,3.00000,2023-03-22,2023-03-22T19:27:26Z,1500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA000364FC,0,11.00000,2023-03-10,2023-03-13T18:50:42Z,3600000,10.5,2023-03-17T00:00:00Z,3500000,300,0
HLSA0002A375,0,15.00000,2023-02-11,2023-02-13T23:00:54Z,3000000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00007BEC,0,2.00000,2022-12-08,2022-12-09T12:06:09Z,3100000,10.5,2050-01-01T00:00:00Z,0,0,0
M0266582,1,14.00000,2022-11-28,2022-11-28T17:42:35Z,750000,9.5,2022-11-29T00:00:00Z,669153,65,0
HLSA0004055A,0,4.30000,2023-04-12,2023-04-24T12:15:16Z,2000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00004C2E,0,-1.00000,2022-10-18,2022-10-18T22:42:54Z,1200000,12.25,2022-11-01T00:00:00Z,1030000,240,0
M0223745TU,1,-1.00000,2022-09-27,2050-01-01T00:00:00Z,0,9.5,2050-01-01T00:00:00Z,0,84,0
HLSA00021DE5,0,13.00000,2023-02-03,2023-02-03T12:33:06Z,500000,10.5,2023-02-08T00:00:00Z,500000,144,0
HLSA0002D266,1,13.00000,2023-02-17,2023-02-17T14:22:48Z,1250000,9.75,2023-02-18T00:00:00Z,845732,204,0
HLSA0003053E,0,1.00000,2023-02-23,2023-02-23T15:14:18Z,3000000,11,2050-01-01T00:00:00Z,0,0,0
M0280817TU,1,-1.00000,2022-12-22,2050-01-01T00:00:00Z,0,12.25,2050-01-01T00:00:00Z,0,24,0
HLSA00038838TU,1,-1.00000,2023-03-20,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,72,0
M0236356TU,1,-1.00000,2022-11-04,2050-01-01T00:00:00Z,0,9,2050-01-01T00:00:00Z,0,180,0
HLSA00038D55TU,1,-1.00000,2023-05-19,2050-01-01T00:00:00Z,0,11,2050-01-01T00:00:00Z,0,84,0
HLSA0000C1A9,0,4.30000,2023-01-16,2023-02-09T13:05:06Z,1400000,10.5,2023-02-13T00:00:00Z,1042973,240,0
HLSA000359BC,0,-1.00000,2023-03-07,2023-03-09T12:11:37Z,1400000,10.5,2023-03-14T00:00:00Z,690000,288,0
HLSA00024404TU,0,-1.00000,2023-03-16,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,180,0
M0269022TU,1,-1.00000,2022-12-10,2050-01-01T00:00:00Z,0,9,2050-01-01T00:00:00Z,0,108,0
HLSA0000AD9A,0,9.00000,2023-01-05,2023-01-06T11:27:53Z,500000,9.75,2050-01-01T00:00:00Z,0,0,0
HLSA0000811D,0,1.00000,2022-12-14,2022-12-15T23:49:37Z,1000000,12,2050-01-01T00:00:00Z,0,0,0
M0200643TU,0,-1.00000,2022-09-08,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,240,0
HLSA00038E04,0,4.10000,2023-03-16,2023-03-25T10:33:00Z,1000000,13,2023-03-27T00:00:00Z,1000000,144,0
HLSA00009A13,1,7.00000,2022-12-24,2022-12-24T20:08:31Z,1300000,13,2022-12-27T00:00:00Z,1249008,154,0
HLSA00044A5C,0,4.10000,2023-05-02,2023-05-03T11:16:10Z,3000000,10,2023-05-13T00:00:00Z,2047000,240,0
M0226797,1,1.00000,2022-10-04,2022-10-04T13:32:55Z,1000000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0001061E,0,1.00000,2023-01-22,2023-01-22T11:49:45Z,1200000,10.5,2050-01-01T00:00:00Z,0,0,0
M0240439,1,6.00000,2022-10-18,2022-10-19T10:41:17Z,1627642,10.5,2022-10-19T00:00:00Z,1209746,116,0
HLSA00043B02,0,4.30000,2023-04-25,2023-04-26T15:03:57Z,1400000,12.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000C2E9TU,1,-1.00000,2023-01-21,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,48,0
HLSA0003B1B8,0,3.00000,2023-03-26,2023-03-26T20:23:54Z,3500000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0003483BTU,1,-1.00000,2023-03-11,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,85,0
M0222166,0,5.00000,2022-09-23,2022-10-14T13:45:48Z,1500000,13,2022-10-18T00:00:00Z,1400000,240,0
HLSA00029B48,1,11.00000,2023-02-10,2023-02-10T15:01:10Z,1415852,10,2023-02-11T00:00:00Z,1375331,88,0
HLSA0004A33F,0,3.00000,2023-05-23,2023-05-23T16:43:13Z,2000000,12,2050-01-01T00:00:00Z,0,0,0
HLSA0001F5AC,1,18.00000,2023-02-01,2023-02-01T19:09:13Z,1300000,9.75,2023-02-02T00:00:00Z,1222583,167,0
HLSA0003C0F1,0,-1.00000,2023-03-25,2023-03-29T11:09:58Z,1500000,11.25,2050-01-01T00:00:00Z,0,0,0
HLSA0002C6AF,0,10.00000,2023-02-15,2023-02-16T12:01:01Z,7000000,10,2023-02-22T00:00:00Z,7000000,240,0
HLSA00004D0E,0,4.00000,2022-10-20,2022-10-26T10:43:17Z,3500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00048603,0,5.00000,2023-05-18,2023-05-18T19:17:09Z,1000000,10.5,2023-05-22T00:00:00Z,501000,240,0
HLSA0004A05E,0,3.00000,2023-05-22,2023-05-22T17:21:26Z,9500000,10.5,2050-01-01T00:00:00Z,0,0,0
M0179472,0,4.30000,2022-08-01,2022-08-01T21:44:05Z,700000,10.5,2022-08-04T00:00:00Z,550000,240,0
M0228682,1,12.00000,2022-10-04,2022-10-04T13:28:30Z,870000,10,2022-10-04T00:00:00Z,871948,234,0
HLSA0000AF50,0,-1.00000,2023-01-06,2023-01-09T11:08:11Z,1700000,10,2023-01-13T00:00:00Z,725000,300,0
HLSA0002102C,0,-1.00000,2023-02-02,2023-02-03T11:06:15Z,3400000,9.75,2023-02-09T00:00:00Z,1900000,78,0
HLSA00007DFD,0,7.00000,2022-12-09,2022-12-12T11:53:42Z,2500000,10.5,2022-12-12T00:00:00Z,1617451,300,0
HLSA00049841,1,9.00000,2023-05-22,2023-05-22T14:14:58Z,428557,10,2023-05-22T00:00:00Z,418557,180,0
M0180700,0,5.00000,2022-08-03,2022-08-03T16:17:29Z,900000,10,2022-08-05T00:00:00Z,690000,180,0
HLSA00047743,0,4.10000,2023-05-12,2023-05-16T17:40:51Z,1500000,10,2023-05-18T00:00:00Z,1184000,240,0
HLSA0003EF5D,0,11.00000,2023-04-06,2023-04-10T11:41:01Z,1000000,10,2023-04-11T00:00:00Z,900000,205,1
HLSA00049598,1,19.00000,2023-05-20,2023-05-20T13:23:50Z,3000000,10,2023-05-22T00:00:00Z,2978066,177,0
HLSA0002FD86,0,15.00000,2023-02-22,2023-02-24T17:37:18Z,3500000,9.75,2023-02-28T00:00:00Z,2740000,300,0
HLSA00013E60,0,-1.00000,2023-01-24,2023-01-27T10:36:31Z,1000000,11,2023-01-28T00:00:00Z,850000,240,0
HLSA0002C77A,0,4.20000,2023-02-16,2023-02-22T14:24:00Z,1500000,11,2023-02-24T00:00:00Z,730000,240,0
HLSA000087EDTU,1,-1.00000,2022-12-17,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,130,0
HLSA00008BE7TU,1,-1.00000,2022-12-21,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,62,0
HLSA00048570,0,4.20000,2023-05-19,2023-05-20T14:37:53Z,2500000,10,2050-01-01T00:00:00Z,0,0,0
M0184497,0,4.10000,2022-08-04,2022-08-27T11:59:08Z,3500000,10.5,2050-01-01T00:00:00Z,0,0,0
M0219434,0,7.00000,2022-09-20,2022-09-21T00:39:22Z,800000,11,2022-09-26T00:00:00Z,600000,210,1
HLSA00043226,0,2.00000,2023-04-21,2023-04-24T10:48:11Z,1600000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00011FA1,0,5.00000,2023-01-24,2023-01-25T23:51:21Z,1500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0003947DTU,1,-1.00000,2023-03-20,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,168,0
HLSA00002D15,0,5.00000,2022-09-14,2022-09-15T22:19:44Z,3200000,10.5,2022-09-24T00:00:00Z,2580000,180,0
HLSA00007978,0,-1.00000,2022-12-06,2022-12-08T16:12:50Z,2200000,11.5,2050-01-01T00:00:00Z,0,0,0
M0205941,1,10.00000,2022-09-06,2022-09-07T09:55:44Z,2000000,10,2022-09-07T00:00:00Z,1906644,222,0
HLSA00036505,0,3.00000,2023-03-09,2023-03-13T16:33:39Z,2600000,10,2023-03-17T00:00:00Z,1550000,240,0
HLSA0003E9CC,0,5.00000,2023-04-04,2023-04-05T16:55:26Z,1500000,10,2023-04-06T00:00:00Z,1070000,180,0
HLSA0000E320,0,4.30000,2023-01-20,2023-01-25T17:15:42Z,1800000,11,2023-01-28T00:00:00Z,1350000,300,0
M0255714,0,1.00000,2022-11-12,2022-11-14T12:27:59Z,2600000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000BD0CTU,1,-1.00000,2023-01-17,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,12,0
HLSA00045598,0,6.00000,2023-05-10,2023-05-11T17:06:13Z,1000000,11,2023-05-13T00:00:00Z,660000,240,0
HLSA000049B4TU,1,-1.00000,2022-10-21,2050-01-01T00:00:00Z,0,10.5,2050-01-01T00:00:00Z,0,240,0
M0227104,0,4.30000,2022-10-11,2022-10-11T23:13:20Z,1000000,11,2050-01-01T00:00:00Z,0,0,0
HLSA0000CA74,0,2.00000,2023-01-19,2023-01-20T19:08:59Z,1200000,11,2050-01-01T00:00:00Z,0,0,0
M0199167,0,11.00000,2022-08-24,2022-08-24T16:02:29Z,2400000,10,2022-09-02T00:00:00Z,2400000,300,0
M0238434,0,1.00000,2022-11-19,2022-12-12T16:18:21Z,1400000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA000373D3,0,11.00000,2023-03-11,2023-03-14T01:26:50Z,1100000,11,2023-03-18T00:00:00Z,715000,300,0
HLSA00003895,1,14.00000,2022-09-26,2022-09-26T12:34:57Z,815000,10.5,2022-09-26T00:00:00Z,819812,73,0
HLSA0004B290,1,15.00000,2023-05-27,2023-05-27T14:34:57Z,1400000,10,2023-05-28T00:00:00Z,1365944,150,0
HLSA00006D6E,0,2.00000,2022-11-23,2022-11-24T10:41:04Z,1700000,11.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000AB8D,1,7.00000,2023-01-04,2023-01-04T16:53:17Z,1557153,10.5,2023-01-05T00:00:00Z,1149787,105,0
HLSA00013CEC,0,5.00000,2023-01-25,2023-02-18T12:58:22Z,1000000,10.5,2023-02-24T00:00:00Z,360000,120,0
M0184866,1,4.50000,2022-08-28,2022-08-28T12:25:16Z,1561426,10,2022-08-29T00:00:00Z,1375923,166,0
HLSA00004F76,0,2.00000,2022-10-21,2022-10-21T16:37:45Z,2000000,11.75,2050-01-01T00:00:00Z,0,0,0
HLSA0000B845,0,3.00000,2023-01-11,2023-01-12T01:16:59Z,3000000,11,2050-01-01T00:00:00Z,0,0,0
HLSA00036CBF,1,17.00000,2023-03-10,2023-03-10T22:39:29Z,1200000,9.75,2023-03-13T00:00:00Z,1126958,145,0
M0261086,0,4.50000,2022-11-20,2022-11-22T17:37:39Z,2200000,10.5,2022-11-26T00:00:00Z,2000000,240,0
HLSA00002B12,0,10.00000,2022-09-13,2022-09-14T22:34:48Z,1600000,10.5,2022-09-19T00:00:00Z,1600000,300,0
M0211092TU,0,-1.00000,2022-09-26,2050-01-01T00:00:00Z,0,11.25,2050-01-01T00:00:00Z,0,240,0
HLSA0004B7D4,1,20.00000,2023-05-30,2023-05-30T12:36:30Z,2500000,9.75,2023-05-30T00:00:00Z,2442440,168,0
HLSA00006422,0,7.00000,2022-11-15,2022-11-16T22:22:34Z,2500000,11,2022-11-18T00:00:00Z,1430000,300,0
M0219999TU,1,-1.00000,2022-09-23,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,156,0
M0233238,0,4.40000,2022-10-13,2022-10-17T22:33:55Z,2550000,10.5,2022-10-30T00:00:00Z,2350000,300,0
M0182405,0,4.40000,2022-08-02,2022-08-04T12:32:58Z,2900000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00034718,0,5.00000,2023-03-06,2023-03-09T12:57:11Z,2500000,10.5,2023-03-14T00:00:00Z,1622000,300,0
M0182689,0,4.20000,2022-08-03,2022-08-10T10:08:51Z,1500000,12,2022-08-31T00:00:00Z,1240000,240,0
M0270412,0,5.00000,2022-12-14,2022-12-16T17:25:01Z,1500000,11.5,2022-12-21T00:00:00Z,1370000,150,0
HLSA0000C549,0,14.00000,2023-01-17,2023-01-18T22:44:08Z,1000000,10,2023-01-20T00:00:00Z,841500,240,0
HLSA0003B57F,0,4.50000,2023-03-23,2023-03-24T15:54:53Z,4000000,11,2023-03-28T00:00:00Z,3750000,240,0
HLSA00017774,1,18.00000,2023-01-27,2023-01-27T22:39:23Z,800000,9.9,2023-01-28T00:00:00Z,742165,60,0
M0241177,0,10.00000,2022-10-19,2022-10-19T19:34:22Z,2700000,11,2022-10-27T00:00:00Z,2570000,240,0
M0198117,0,2.00000,2022-08-22,2022-08-23T12:05:15Z,2800000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00008407,1,14.00000,2022-12-13,2022-12-13T13:28:21Z,1686539,10.5,2022-12-13T00:00:00Z,1442086,203,0
HLSA000378A4,0,4.50000,2023-03-13,2023-03-14T01:59:49Z,5000000,10.5,2023-03-17T00:00:00Z,3267000,300,0
HLSA00006FE8,0,1.00000,2022-11-25,2022-11-29T19:39:55Z,2500000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00009424,0,11.00000,2022-12-21,2022-12-22T03:42:02Z,1000000,11,2050-01-01T00:00:00Z,0,0,0
HLSA000064F1,0,4.30000,2022-12-24,2022-12-26T23:17:07Z,2900000,11,2023-01-18T00:00:00Z,3000000,240,0
HLSA0000BEA9,0,11.00000,2023-01-13,2023-01-17T18:51:31Z,1800000,11,2023-01-19T00:00:00Z,1135000,276,1
HLSA00037980,0,1.00000,2023-03-18,2023-03-18T16:46:33Z,3000000,11,2050-01-01T00:00:00Z,0,0,0
M0211647TU,1,-1.00000,2022-09-16,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,228,0
HLSA0000FAD4TU,1,-1.00000,2023-01-27,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,156,0
HLSA000475CD,0,1.00000,2023-05-12,2023-05-12T18:43:33Z,2600000,10,2050-01-01T00:00:00Z,0,0,0
HLSA0002C3DETU,1,-1.00000,2023-02-18,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,84,0
HLSA00008D6D,0,10.00000,2022-12-19,2022-12-20T17:40:42Z,1400000,11.25,2022-12-21T00:00:00Z,391000,200,0
HLSA000255B1,0,15.00000,2023-02-08,2023-02-09T11:50:26Z,500000,10,2023-02-15T00:00:00Z,435000,180,0
HLSA0000CCCE,1,13.00000,2023-01-19,2023-01-19T16:35:40Z,2100000,9.75,2023-01-20T00:00:00Z,1769359,180,0
HLSA0000F749,0,1.00000,2023-01-21,2023-01-24T12:58:00Z,4500000,10.75,2050-01-01T00:00:00Z,0,0,0
PCHL000000F9,0,-1.00000,2022-08-18,2050-01-01T00:00:00Z,0,-1,2050-01-01T00:00:00Z,0,0,0
M0249049TU,1,-1.00000,2022-11-15,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,240,0
HLSA0000885F,0,3.00000,2022-12-15,2022-12-16T18:01:02Z,2700000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA0000B2F3,1,18.00000,2023-01-10,2023-01-10T18:34:48Z,585469,10,2023-01-12T00:00:00Z,591085,86,0
M0268257,0,-1.00000,2022-12-07,2022-12-12T11:27:57Z,1600000,10.5,2022-12-15T00:00:00Z,1500000,240,0
HLSA0000AA52,0,8.00000,2023-01-05,2023-01-06T10:58:43Z,1000000,10.5,2023-01-13T00:00:00Z,545000,165,0
HLSA000066FA,0,4.20000,2022-11-17,2022-11-29T21:36:43Z,3200000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA00003ECB,0,11.00000,2022-10-06,2022-10-10T13:31:17Z,6000000,10.5,2022-10-15T00:00:00Z,5800000,240,0
HLSA0000BADF,0,2.00000,2023-01-13,2023-01-13T17:43:42Z,1700000,10,2050-01-01T00:00:00Z,0,0,0
M0315489,1,7.00000,2023-05-05,2023-05-05T12:26:54Z,700000,10,2023-05-08T00:00:00Z,668755,151,0
M0269995TU,1,-1.00000,2022-12-12,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,240,0
HLSA0002F698,0,7.00000,2023-02-21,2023-02-22T16:18:58Z,1500000,11.5,2023-02-23T00:00:00Z,1500000,300,0
HLSA00026D21,0,4.30000,2023-02-06,2023-02-07T04:29:13Z,2700000,10.5,2023-02-08T00:00:00Z,1570000,240,0
M0161329TU,1,-1.00000,2022-08-18,2050-01-01T00:00:00Z,0,10,2050-01-01T00:00:00Z,0,12,0
HLSA0000BED1,0,17.00000,2023-01-16,2023-01-17T01:16:02Z,1400000,10,2023-01-20T00:00:00Z,1260000,240,0
HLSA0003AAAC,1,14.00000,2023-03-22,2023-03-22T12:34:21Z,1058946,12,2023-03-23T00:00:00Z,1037474,121,0
HLSA00031EAF,0,4.30000,2023-02-27,2023-03-02T21:21:20Z,1000000,12.75,2050-01-01T00:00:00Z,0,0,0
M0181846,0,1.00000,2022-08-02,2022-08-08T10:35:27Z,1450000,12,2050-01-01T00:00:00Z,0,0,0
HLSA00003858,0,4.10000,2022-09-25,2022-09-25T17:09:49Z,3500000,11,2050-01-01T00:00:00Z,0,0,0
HLSA000395D5,0,1.00000,2023-03-17,2023-03-22T13:43:08Z,3200000,11,2050-01-01T00:00:00Z,0,0,0
HLSA000449C6,0,7.00000,2023-05-12,2023-05-20T10:42:26Z,1000000,10.5,2023-05-23T00:00:00Z,695000,240,0
HLSA0004395C,0,4.10000,2023-04-24,2023-04-24T18:45:59Z,4500000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00036A0B,0,5.00000,2023-03-10,2023-03-11T02:03:53Z,1250000,12.5,2023-03-14T00:00:00Z,825000,300,0
HLSA00030691,0,4.30000,2023-02-24,2023-02-24T23:56:25Z,1500000,12,2023-02-28T00:00:00Z,1250000,240,0
HLSA0004667D,0,12.00000,2023-05-20,2023-05-24T12:20:59Z,2800000,11.6,2050-01-01T00:00:00Z,0,0,0
M0252006,1,19.00000,2022-11-08,2022-11-08T19:25:06Z,1200000,9,2022-11-10T00:00:00Z,911976,168,0
M0235241,1,17.00000,2022-10-13,2022-10-13T15:48:16Z,3800000,10,2022-10-14T00:00:00Z,3833840,171,0
HLSA00014F7A,1,16.00000,2023-01-25,2023-01-25T18:35:55Z,345149,10,2023-01-27T00:00:00Z,239221,54,0
HLSA00002F5B,0,-1.00000,2022-09-15,2022-09-16T10:35:08Z,1500000,11,2022-09-19T00:00:00Z,540000,240,0
M0197411,0,4.20000,2022-08-20,2022-08-22T11:14:56Z,1500000,10,2022-08-24T00:00:00Z,806912,240,0
M0216383,0,6.00000,2022-09-16,2022-09-26T22:31:57Z,1000000,10,2050-01-01T00:00:00Z,0,0,0
HLSA000261B7,1,15.00000,2023-02-06,2023-02-06T15:14:15Z,1800000,9.75,2023-02-06T00:00:00Z,1784494,204,0
M0256898,1,3.00000,2022-11-15,2022-11-15T16:01:46Z,2600000,10,2050-01-01T00:00:00Z,0,0,0
HLSA00005272,0,4.30000,2022-10-29,2022-10-30T11:05:46Z,900000,12.5,2050-01-01T00:00:00Z,0,0,0
HLSA000126E0TU,1,-1.00000,2023-01-29,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,180,0
HLSA0000A5B2TU,1,-1.00000,2023-01-09,2050-01-01T00:00:00Z,0,9.75,2050-01-01T00:00:00Z,0,84,0
M0216450,1,13.00000,2022-09-16,2022-09-16T16:54:27Z,755258,10,2022-09-16T00:00:00Z,553369,83,0
M0226727,0,3.00000,2022-09-29,2022-10-02T00:05:34Z,2600000,10.5,2050-01-01T00:00:00Z,0,0,0
HLSA000315AB,0,6.00000,2023-02-25,2023-03-12T02:40:04Z,1600000,11,2023-03-17T00:00:00Z,1490000,135,1
